,name,male,culture,house,book1,book2,book3,book4,book5,isMarried,isNoble,age,numDeadRelations,boolDeadRelations,popularity,identity
1413,Tysane Frey,0,,House Frey,0,1,1,1,0,0,0,13,0,0,0.08361204,noble
1414,Tytos Brax,1,,House Brax,1,1,1,1,1,0,1,,0,0,0.043478261,knight
1415,Tytos Frey,1,,House Frey,0,1,1,1,0,1,1,38,0,0,0.063545151,knight
1416,Tywin Frey,1,,House Frey,0,1,1,1,1,0,1,18,0,0,0.080267559,knight
1417,Ulrick Dayne,1,Dornish,House Dayne,0,0,0,0,0,0,1,,0,0,0.006688963,knight
1418,Ulwyck Uller,1,,House Uller,0,0,1,1,1,0,1,,0,0,0.02006689,knight
1419,Unella,0,,Faith of the Seven,0,0,0,1,1,0,0,,0,0,0.02006689,official
1420,Utherydes Wayn,0,,House Wayn,1,1,1,1,1,0,1,68,0,0,0.033444816,noble
1421,Uthor Tollett,0,Valemen,House Tollett,0,0,0,1,0,0,1,,0,0,0.010033445,noble
1422,Vaemond Velaryon,1,Valyrian,House Velaryon,0,0,0,0,0,0,1,,0,0,0.030100334,knight
1423,Valaena Velaryon,0,Valyrian,House Velaryon,0,0,0,0,0,1,1,,0,0,0.080267559,noble
1424,Vayon Poole,1,,House Poole,1,1,0,0,0,0,1,,0,0,0.053511706,official
1425,Vickon Greyjoy,0,,House Greyjoy,1,1,1,1,0,0,1,,0,0,0.036789298,lord
1426,Viserys Plumm,0,,House Plumm,0,0,0,0,1,0,1,100,0,0,0.093645485,noble
1427,Vylarr,1,,House Lannister,0,1,1,1,1,0,1,,0,0,0.040133779,warrior
1428,Vortimer Crane,0,,House Crane,1,1,1,1,1,0,1,,0,0,0.026755853,official
1430,Walder Haigh,0,,House Haigh,0,1,1,1,0,0,0,11,0,0,0.076923077,noble
1431,Walder Brax,0,,House Brax,0,1,1,1,0,0,0,12,0,0,0.117056856,noble
1432,Walder Goodbrook,1,,House Goodbrook,0,1,1,1,0,0,0,15,0,0,0.066889632,noble
1433,Waldon Wynch,1,Ironborn,House Wynch,0,1,1,1,1,0,1,,0,0,0.023411371,warrior
1434,Wallace Waynwood,1,,House Waynwood,0,0,0,1,1,0,1,,0,0,0.026755853,knight
1435,Walgrave,1,,Maesters,0,0,0,1,0,0,1,,0,0,0.043478261,official
1436,Walder Vance,1,,House Vance,0,1,1,1,0,0,0,42,0,0,0.110367893,noble
1437,Walton Stark,1,,House Stark,0,1,0,0,0,0,1,,0,0,0.010033445,king
1438,Walton Frey,1,,House Frey,0,1,1,1,0,1,0,56,0,0,0.107023411,noble
1439,Warryn Beesbury,0,,House Beesbury,0,0,0,1,0,0,1,,0,0,0.006688963,noble
1440,Waltyr Frey,1,,House Frey,0,1,1,1,1,0,0,16,0,0,0.050167224,noble
1441,Wendel Frey,1,,House Frey,0,1,1,1,1,0,0,19,0,0,0.050167224,noble
1442,Whalen Frey,1,,House Frey,1,1,1,1,1,1,1,38,0,0,0.100334448,knight
1443,Willamen Frey,1,,,0,1,1,1,1,0,1,33,0,0,0.063545151,official
1444,Willam Wells,1,Dornish,House Wells,0,0,0,0,1,0,1,,0,0,0.040133779,knight
1445,Willem Darry,1,,House Darry,1,1,1,0,1,0,1,,1,1,0.120401338,official
1446,Willam Wythers,1,,House Wythers,0,0,0,1,0,0,1,,0,0,0.010033445,knight
1447,Willem Lannister,1,,House Lannister,1,1,1,1,1,0,0,14,4,1,0.16722408,noble
1448,Willem Frey,1,,House Frey,0,1,1,1,1,0,0,16,0,0,0.080267559,noble
1449,Willam Stark,1,Northmen,House Stark,0,1,0,0,0,1,1,,0,0,0.117056856,lord
1450,William Mooton,1,,House Mooton,0,1,1,1,1,0,1,,0,0,0.043478261,noble
1451,Wynton Stout,1,Northmen,House Stout,0,0,1,1,0,0,1,86,0,0,0.033444816,knight
1452,Wynafrei Whent,0,,House Whent,0,1,1,1,0,1,0,,0,0,0.133779264,noble
1453,Ysilla Royce,1,Valemen,House Royce,0,0,0,1,1,1,0,,0,0,0.043478261,noble
1454,Zachery Frey,1,,House Frey,0,1,1,1,0,0,0,18,0,0,0.046822742,noble
1455,Zhoe Blanetree,0,,House Blanetree,0,1,1,1,0,1,0,,0,0,0.050167224,noble
1456,Zia Frey,0,,House Frey,0,1,1,1,0,0,0,20,0,0,0.046822742,noble
1457,Addam Marbrand,1,,House Marbrand,1,1,1,1,1,0,1,,0,0,0.130434783,knight
1458,Aegor Rivers,1,,House Bracken,0,0,0,1,1,1,1,69,4,1,0.210702341,knight
1459,Aenys Frey,1,,House Frey,1,1,1,1,1,1,1,60,0,0,0.147157191,knight
1460,Aerion Targaryen,1,Valyrian,House Targaryen,0,1,1,0,1,1,1,41,4,1,0.20735786,prince
1461,Aemond Targaryen,1,Valyrian,House Targaryen,0,0,0,0,1,0,1,20,4,1,0.311036789,knight
1462,Amerei Frey,0,,House Frey,0,1,1,1,0,1,1,23,0,0,0.237458194,noble
1463,Androw Ashford,1,Reach,House Ashford,0,0,0,0,0,0,1,,0,0,0.016722408,knight
1464,Anders Yronwood,1,,House Yronwood,0,0,1,1,1,0,1,,0,0,0.060200669,noble
1465,Arnolf Karstark,1,Northmen,House Karstark,0,0,0,1,1,0,1,,0,0,0.137123746,warrior
1466,Arya Stark,0,Northmen,House Stark,1,1,1,1,1,0,1,16,8,1,1,warrior
1467,Axell Florent,1,,House Florent,0,1,1,1,1,0,1,,1,1,0.307692308,official
1468,Aurane Waters,1,Valyrian,House Velaryon,0,1,1,1,1,0,1,28,0,0,0.377926421,lord
1469,Ben Plumm,1,,Second Sons,0,0,1,1,1,0,1,,0,0,0.140468227,smallfolk
1470,Benfred Tallhart,1,Northmen,House Tallhart,0,1,1,1,1,0,0,18,0,0,0.070234114,official
1471,Boros Blount,1,,House Blount,1,1,1,1,1,0,1,,0,0,0.217391304,knight
1472,Black Balaq,1,Summer Islander,Golden Company,0,0,0,0,0,0,0,,0,0,0,smallfolk
1473,Bloodbeard,0,,Company of the Cat,0,0,0,0,1,0,0,,0,0,0.090301003,smallfolk
1474,Bran Stark,1,Northmen,House Stark,1,1,1,1,1,0,1,15,7,1,1,warrior
1475,Bronn,1,,House Stokeworth,1,1,1,1,1,1,1,41,0,0,0.471571906,knight
1476,Bryce Caron,1,,House Caron,1,1,0,0,1,0,1,,0,0,0.066889632,lord
1477,Butterbumps,1,,House Tyrell,0,1,1,1,1,0,0,,0,0,0.036789298,smallfolk
1478,Cassana Estermont,1,,House Estermont,0,1,1,0,1,1,0,,0,0,0.10367893,noble
1479,Chett,1,,Night's Watch,1,1,1,0,0,0,0,,0,0,0.197324415,smallfolk
1480,Clayton Suggs,1,,House Suggs,0,0,0,1,1,0,1,,0,0,0.043478261,knight
1481,Cersei Lannister,0,Westerlands,House Lannister,1,1,1,1,1,1,1,39,9,1,1,lord
1482,Chiswyck,0,,House Clegane,0,1,1,0,0,0,0,,0,0,0.063545151,smallfolk
1483,Cleon,1,Astapori,,0,0,1,1,1,0,1,,0,0,0.10367893,king
1485,Cortnay Penrose,1,,House Penrose,0,1,1,0,0,0,1,,0,0,0.160535117,knight
1486,Cotter Pyke,1,Ironborn,Night's Watch,1,1,1,1,1,0,1,,0,0,0.150501672,knight
1487,Cragorn,1,,House Greyjoy,0,0,0,1,1,0,0,,0,0,0.023411371,warrior
1489,Creighton Longbough,1,,,0,0,0,1,0,0,1,65,0,0,0.046822742,knight
1490,Cressen,1,,,0,1,1,1,0,0,1,80,0,0,0.183946488,official
1491,Daario Naharis,1,Tyroshi,Stormcrows,0,0,1,1,1,0,0,,0,0,0.220735786,noble
1492,Dagmer,1,Ironborn,House Greyjoy,0,1,0,1,1,0,1,,0,0,0.120401338,official
1493,Dagos Manwoody,1,,House Manwoody,0,0,1,1,1,0,1,,0,0,0.033444816,noble
1494,Danelle Lothston,0,,House Lothston,0,0,0,1,0,0,1,,0,0,0.016722408,lord
1495,Dalla,0,Free Folk,,0,0,1,1,1,0,0,,0,0,0.086956522,smallfolk
1496,Doran Martell,1,Dornish,House Nymeros Martell,1,1,1,1,1,1,1,58,6,1,0.498327759,prince
1497,Ebrose,1,,,0,0,0,1,0,0,1,,0,0,0.016722408,official
1498,Eddison Tollett,1,Valemen,House Tollett,0,1,1,1,1,0,0,,0,0,0.100334448,noble
1499,Edric Dayne,1,Dornishmen,House Dayne,1,1,1,1,0,0,1,18,0,0,0.08361204,lord
1500,Edwyn Frey,1,,House Frey,0,1,1,1,0,1,0,46,0,0,0.147157191,knight
1501,Eldon Estermont,1,Stormlands,House Estermont,0,1,1,1,1,1,1,77,0,0,0.060200669,knight
1502,Ellaria Sand,0,Dornish,House Uller,0,0,1,1,1,1,0,,2,1,0.160535117,noble
1503,Ethan Glover,1,Northmen,House Glover,1,1,0,0,0,0,0,,0,0,0.033444816,warrior
1504,Emmon Frey,1,,House Frey of Riverrun,1,1,1,1,1,1,1,68,0,0,0.230769231,lord
1505,Galbart Glover,1,Northmen,House Glover,1,1,1,1,1,0,1,,0,0,0.120401338,noble
1506,Gerold Hightower,1,,House Hightower,1,1,1,0,0,0,1,,0,0,0.414715719,lord
1507,Ghost of High Heart,0,,,0,0,1,1,1,0,0,,0,0,0.086956522,smallfolk
1508,Gerris Drinkwater,1,Dornish,House Drinkwater,0,0,0,0,1,0,1,30,0,0,0.157190635,knight
1509,Gilly,0,Free Folk,,0,1,1,1,1,1,0,23,1,1,0.287625418,noble
1510,Greydon Goodbrother,1,Ironborn,House Goodbrother,0,0,0,1,0,0,0,,0,0,0.046822742,noble
1511,Harmen Uller,1,,House Uller,0,0,1,1,1,0,1,,0,0,0.043478261,noble
1512,Gyles Rosby,1,,House Rosby,1,1,1,1,1,0,1,,0,0,0.364548495,lord
1513,Harren Hoare,1,Ironborn,,0,0,0,0,0,0,0,,0,0,0.204013378,king
1514,Harras Harlaw,1,Ironborn,House Harlaw of Grey Garden,0,0,0,1,1,0,1,,0,0,0.107023411,knight
1515,Harrold Hardyng,1,Valemen,House Hardyng,0,0,0,1,1,0,1,24,0,0,0.120401338,knight
1516,Helaena Targaryen,0,,House Targaryen,0,0,0,0,0,1,1,21,0,0,0.27090301,official
1517,Hodor,1,Northmen,House Stark,1,1,1,1,1,0,0,,0,0,0.244147157,smallfolk
1518,Harrion Karstark,1,Northmen,House Karstark,1,1,1,1,1,0,1,,2,1,0.096989967,noble
1519,Iggo,1,Dothraki,Brave Companions,0,0,1,0,0,0,0,,0,0,0.016722408,smallfolk
1520,Hother Umber,1,Northmen,House Umber,0,1,1,1,1,0,1,64,0,0,0.143812709,noble
1521,Jalabhar Xho,1,Summer Islands,Summer Islands,1,1,1,1,1,0,1,,0,0,0.073578595,noble
1522,Janos Slynt,1,,Night's Watch,1,1,1,1,1,0,1,22,0,0,0.56187291,lord
1523,Jared Frey,1,,House Frey,1,1,1,1,1,1,1,52,0,0,0.147157191,knight
1524,Jasper Wylde,1,,House Wylde,0,0,0,0,0,0,1,,0,0,0.25083612,official
1525,Jhaqo,0,Dothraki,,1,1,1,1,1,0,1,,0,0,0.066889632,warrior
1526,Jeyne Lothston,0,,House Lothston,0,0,0,0,0,0,0,100,0,0,0.023411371,noble
1527,Jhiqui,0,Dothraki,House Targaryen,1,1,1,1,1,0,0,21,0,0,0.143812709,smallfolk
1528,Jon Bulwer,1,,House Bulwer,0,0,1,1,0,1,1,,0,0,0.137123746,noble
1529,Jory Cassel,1,Northmen,House Cassel,1,1,1,0,1,0,1,,1,1,0.170568562,warrior
1530,Jorah Mormont,1,Northmen,House Mormont,1,1,1,1,1,1,1,51,1,1,0.722408027,knight
1531,Karyl Vance,1,,House Vance of Wayfarer's Rest,1,1,1,1,1,0,1,,0,0,0.117056856,knight
1532,Khrazz,1,Ghiscari,House of Loraq,0,0,0,0,1,0,0,23,0,0,0.076923077,warrior
1533,Kurleket,1,,House Bracken,1,0,0,0,0,0,0,,0,0,0.010033445,smallfolk
1534,Lann the Clever,1,,House Lannister,1,0,0,0,0,0,0,,0,0,0.060200669,king
1535,Kyle Condon,1,,House Condon,0,0,1,0,0,0,1,,0,0,0.040133779,knight
1536,Lancel Lannister,1,,House Lannister of Casterly Rock,1,1,1,1,1,1,1,23,5,1,0.47826087,knight
1537,Likely Luke,0,,Brotherhood Without Banners,0,0,1,1,0,0,0,,0,0,0.013377926,smallfolk
1538,Lucas Inchfield,1,,House Inchfield,0,0,0,0,0,0,1,,0,0,0.053511706,knight
1539,Lollys Stokeworth,0,,House Stokeworth,0,1,1,1,1,1,1,40,2,1,0.127090301,noble
1540,Lyanna Stark,1,Northmen,House Stark,1,1,1,0,1,0,0,17,5,1,0.35451505,noble
1541,Lyle Crakehall,1,,House Crakehall,0,1,1,1,1,0,1,,0,0,0.107023411,knight
1542,Lucas Blackwood,1,,House Blackwood,0,1,1,1,1,0,0,,0,0,0.073578595,noble
1543,Lyn Corbray,1,,House Corbray,1,1,1,1,1,0,1,,0,0,0.090301003,knight
1544,Lynesse Hightower,1,,House Hightower,0,1,1,1,1,1,0,,1,1,0.117056856,noble
1545,Mace Tyrell,1,,House Tyrell,1,1,1,1,1,1,1,49,1,1,0.856187291,lord
1546,Mag Mar Tun Doh Weg,1,,,0,0,1,1,1,0,0,,0,0,0.040133779,warrior
1547,Mandon Moore,1,Valemen,House Moore,1,1,1,0,0,0,1,,0,0,0.120401338,knight
1549,Maron Botley,1,,House Botley,0,1,1,0,0,0,0,,0,0,0.02006689,warrior
1550,Marillion,1,,,1,1,1,1,0,0,0,21,0,0,0.143812709,smallfolk
1551,Marya Seaworth,0,,House Seaworth,0,1,1,1,1,1,1,,1,1,0.063545151,noble
1552,Marwyn,1,,,1,0,1,1,0,0,1,,0,0,0.160535117,official
1553,Masha Heddle,0,,,1,1,0,0,0,0,0,,0,0,0.040133779,official
1554,Matthos Seaworth,1,,House Seaworth,0,1,1,1,1,0,0,,0,0,0.076923077,noble
1555,Meera Reed,0,Crannogmen,House Reed,0,1,1,1,1,0,0,22,0,0,0.27090301,noble
1556,Melara Hetherspoon,0,,House Hetherspoon,0,0,0,1,1,0,0,12,0,0,0.046822742,noble
1557,Melissa Blackwood,0,,House Blackwood,0,0,0,0,1,0,0,100,0,0,0.050167224,noble
1558,Melisandre,0,Asshai,R'hllor,0,1,1,1,1,0,0,,0,0,0.745819398,official
1559,Merrit,0,,Brotherhood without banners,0,0,1,1,0,0,0,,0,0,0.010033445,smallfolk
1560,Meryn Trant,1,,House Trant,1,1,1,1,1,0,1,,0,0,0.220735786,knight
1561,Merrett Frey,1,Riverlands,House Frey,1,1,1,1,1,1,0,38,0,0,0.434782609,official
1562,Mohor,1,,House Bracken,1,0,0,0,0,0,0,,0,0,0.010033445,smallfolk
1563,Missandei,0,Naathi,House Targaryen,0,0,1,1,1,0,0,17,0,0,0.173913043,official
1564,Moon Boy,1,,House Baratheon of King's Landing,1,1,1,1,1,0,0,,0,0,0.076923077,warrior
1565,Monster,0,Free Folk,,0,0,1,1,1,0,0,6,0,0,0.076923077,smallfolk
1566,Mord,1,,House Arryn,1,1,1,1,1,0,0,,0,0,0.046822742,smallfolk
1567,Minisa Whent,0,Rivermen,House Whent,1,1,1,0,0,1,1,,0,0,0.043478261,noble
1568,Mordane,0,,House Stark,1,1,1,0,0,0,0,,0,0,0.10367893,official
1569,Murenmure,1,,,0,0,0,1,0,0,1,,0,0,0.010033445,official
1570,Myles,1,,House Martell,0,0,0,1,1,0,1,,0,0,0.023411371,official
1571,Mors Martell,0,Dornish,House Martell,1,0,0,1,0,1,1,,0,0,0.053511706,prince
1572,Mya Stone,0,,House Royce of the Gates of the Moon,1,1,1,1,1,0,0,26,0,0,0.120401338,smallfolk
1573,Myrcella Baratheon,0,,House Baratheon of King's Landing,1,1,1,1,1,0,1,15,5,1,0.56187291,noble
1574,Nestor Royce,1,,House Royce of the Gates of the Moon,1,1,1,1,1,0,1,,0,0,0.086956522,noble
1575,Nute,1,Ironborn,House Greyjoy,0,0,0,1,1,0,1,,0,0,0.050167224,warrior
1576,Nymeria Sand,0,Dornishmen,House Martell,0,0,1,1,1,0,0,31,1,1,0.377926421,smallfolk
1577,Nymeria,0,Rhoynar,House Martell,1,1,0,1,1,1,1,,0,0,0.197324415,king
1578,Oberyn Martell,1,Dornishmen,House Martell,1,1,1,1,1,0,1,43,5,1,0.772575251,official
1579,Obella Sand,0,Dornishmen,House Martell,0,0,1,1,1,0,0,18,1,1,0.10367893,smallfolk
1580,Olenna Redwyne,0,,House Redwyne,1,1,1,1,1,1,1,77,0,0,0.287625418,noble
1581,Mychel Redfort,1,Valemen,House Redfort,1,1,1,1,1,1,1,,0,0,0.070234114,knight
1582,Orwyle,1,,,0,0,0,0,0,0,1,,0,0,0.254180602,official
1583,Osha,1,Free folk,House Stark,1,1,1,1,1,0,0,,0,0,0.25083612,warrior
1584,Osfryd Kettleblack,1,,House Kettleblack,0,1,1,1,1,0,1,,0,0,0.086956522,knight
1585,Osney Kettleblack,1,,House Kettleblack,0,1,1,1,1,0,1,,0,0,0.123745819,knight
1586,Orys Baratheon,1,,House Baratheon,1,0,0,0,0,1,1,,5,1,0.488294314,lord
1587,Osmund Kettleblack,1,,House Kettleblack,0,1,1,1,1,0,1,,0,0,0.170568562,knight
1588,Othell Yarwyck,1,,House Yarwyck,1,1,1,1,1,0,1,,0,0,0.063545151,noble
1589,Oswell Whent,1,Rivermen,House Whent,1,0,1,0,1,0,1,,1,1,0.080267559,warrior
1590,Otto Hightower,1,,House Hightower,0,0,1,0,0,0,1,,0,0,0.371237458,official
1591,Patchface,1,,House Baratheon of Dragonstone,0,1,1,1,1,0,0,,0,0,0.107023411,smallfolk
1592,Paxter Redwyne,1,,House Redwyne,1,1,1,1,1,1,1,,0,0,0.511705686,official
1593,Pearse Caron,1,,House Caron,0,0,0,0,0,0,1,,0,0,0.013377926,lord
1594,Petyr Frey,1,,House Frey,0,1,1,1,0,1,0,19,0,0,0.177257525,official
1595,Pia,0,,House Whent,0,1,1,1,0,0,0,,0,0,0.046822742,smallfolk
1596,Podrick Payne,1,,House Payne,1,1,1,1,1,0,0,19,0,0,0.2909699,noble
1597,Preston Greenfield,1,Westermen,House Greenfield,1,1,1,1,0,0,1,,0,0,0.093645485,knight
1598,Polliver,1,,House Clegane,0,1,1,1,0,0,1,,0,0,0.076923077,smallfolk
1599,Pyat Pree,0,,Undying Ones,0,1,1,1,1,0,1,,0,0,0.096989967,official
1600,Pylos,1,,,0,1,1,1,1,0,1,32,0,0,0.056856187,official
1601,Pycelle,1,,House Lannister,1,1,1,1,1,0,1,84,0,0,0.638795987,official
1602,Qhorin Halfhand,1,,Night's Watch,1,1,1,1,1,0,0,,0,0,0.210702341,warrior
1604,Quentyn Martell,1,Dornishmen,House Martell,1,1,1,1,1,0,1,19,0,0,0.551839465,knight
1605,Ralf Stonehouse,1,Ironborn,House Stonehouse,0,0,0,1,1,0,1,,0,0,0.033444816,warrior
1606,Ramsay Snow,1,Northmen,House Bolton of the Dreadfort,0,1,1,1,1,1,1,23,1,1,0.461538462,lord
1607,Randyll Tarly,1,,House Tarly,1,1,1,1,1,1,1,,0,0,0.618729097,official
1608,Raymun Fossoway,1,,House Fossoway of New Barrel,0,0,0,0,0,0,1,,0,0,0.040133779,knight
1609,Raymun Darry,1,,House Darry,1,0,1,1,0,0,1,,0,0,0.076923077,knight
1610,Ravella Swann,0,,House Swann,0,0,1,1,0,1,1,,0,0,0.060200669,noble
1611,Small Paul,1,,Night's Watch,0,0,1,1,1,0,0,,0,0,0.026755853,smallfolk
1612,Tristifer Botley,1,Ironborn,House Botley,0,0,0,1,1,0,1,,0,0,0.120401338,noble
1613,Styr,1,Free Folk,Thenn,0,0,1,1,1,0,1,,0,0,0.140468227,warrior
1614,Rat Cook,1,,Night's Watch,0,0,1,0,1,0,0,,0,0,0.056856187,smallfolk
1615,Prendahl na Ghezn,1,Ghiscari,Stormcrows,0,0,1,0,0,0,0,,0,0,0.040133779,smallfolk
1616,Ulmer,1,,Kingswood Brotherhood,0,0,1,1,1,0,0,,0,0,0.053511706,warrior
1617,Oznak zo Pahl,1,Meereen,House of Pahl,0,0,1,0,1,0,0,,0,0,0.056856187,official
1618,Aegon Blackfyre,1,Valyrian,House Blackfyre,0,0,1,0,0,0,0,12,2,1,0.08361204,warrior
1619,Addam Velaryon,1,Valyrian,House Velaryon,0,0,0,0,0,0,1,16,0,0,0.107023411,knight
1620,Aegon V Targaryen,1,,,0,0,0,0,0,0,0,,7,1,0.695652174,king
1621,Aemon Blackfyre,1,Valyrian,House Blackfyre,0,0,1,0,0,0,0,12,2,1,0.086956522,warrior
1622,Aeron Greyjoy,1,Ironmen,House Greyjoy,1,1,1,1,1,0,1,36,4,1,0.45819398,official
1623,Alfyn,1,Free Folk,,0,0,0,0,0,0,0,,0,0,0,smallfolk
1624,Alannys Harlaw,0,Ironborn,House Greyjoy,1,1,0,1,1,1,1,,0,0,0.237458194,official
1625,Alayaya,0,,Chataya's brothel,0,1,1,1,1,0,0,23,0,0,0.076923077,smallfolk
1626,Alyn,1,,House Stark,1,1,1,0,1,0,0,,0,0,0.073578595,warrior
1627,Alliser Thorne,1,,House Thorne,1,1,1,1,1,0,1,,0,0,0.230769231,official
1628,Alester Florent,1,,House Florent,0,1,1,0,1,1,1,,0,0,0.327759197,official
1629,Alysane Mormont,0,Northmen,House Mormont,0,0,0,1,1,0,0,32,0,0,0.070234114,warrior
1630,Alerie Hightower,0,,House Hightower,1,1,1,1,1,1,1,48,0,0,0.227424749,noble
1631,Anguy,1,,Brotherhood without banners,1,0,1,1,0,0,0,,0,0,0.130434783,warrior
1632,Andrik,1,Ironborn,House Drumm,0,1,1,1,1,0,1,,0,0,0.043478261,warrior
1633,Amory Lorch,1,,House Lorch,1,1,1,1,1,0,1,,0,0,0.277591973,knight
1634,Archibald Yronwood,1,,House Yronwood,0,0,0,0,1,0,1,,0,0,0.140468227,knight
1635,Arlan of Pennytree,1,,,0,0,0,0,0,0,1,60,0,0,0.10367893,knight
1636,Areo Hotah,1,Norvos,House Martell,1,1,1,1,1,0,1,48,0,0,0.257525084,warrior
1637,Arwyn Oakheart,1,,House Oakheart,1,1,1,1,1,0,1,,0,0,0.036789298,noble
1638,Arthur Dayne,1,Dornishmen,House Dayne,1,1,1,1,1,0,1,,0,0,0.153846154,knight
1639,Arys Oakheart,1,Reach,House Oakheart,1,1,1,1,1,0,1,,0,0,0.344481605,knight
1640,Ashara Dayne,0,,House Dayne,1,1,1,0,1,0,0,,0,0,0.093645485,noble
1641,Aron Santagar,1,Dornish,House Santagar,1,1,0,1,0,0,1,,0,0,0.066889632,official
1642,Asha Greyjoy,0,Ironborn,House Greyjoy,1,1,0,1,1,1,1,30,0,0,0.7090301,warrior
1643,Azor Ahai,0,Asshai,,0,1,1,1,1,1,0,,0,0,0.117056856,official
1644,Bael the Bard,1,Free folk,,0,0,0,0,0,0,1,,0,0,0,king
1645,Baelor Blacktyde,1,Ironborn,House Blacktyde,0,1,1,1,0,0,1,,0,0,0.060200669,warrior
1646,Balon Greyjoy,1,,,0,0,0,0,0,0,0,,4,1,0.739130435,king
1647,Ballabar,1,,House Redwyne,0,1,1,1,1,0,1,,0,0,0.030100334,official
1648,Baelor I Targaryen,1,,,0,0,0,0,0,0,0,,9,1,0.501672241,king
1649,Balon Swann,1,Stormlander,House Swann,1,1,1,1,1,0,1,,0,0,0.311036789,knight
1650,Barba Bracken,0,,House Bracken,0,0,0,0,1,0,0,100,0,0,0.050167224,noble
1651,Barristan Selmy,1,Westeros,House Selmy,1,1,1,1,1,0,1,69,0,0,1,lord
1652,Barbrey Dustin,0,Northmen,House Ryswell,0,0,0,1,1,1,1,,0,0,0.163879599,noble
1653,Bellegere Otherys,0,Braavosi,,0,0,0,1,0,0,0,,0,0,0.040133779,warrior
1654,Beardless Dick,0,,Brotherhood Without Banners,0,0,1,1,0,0,0,,0,0,0.02006689,smallfolk
1655,Belwas,1,Meereenese,House Targaryen,0,1,1,1,1,0,0,,0,0,0.143812709,warrior
1656,Benjen Stark,1,Northmen,House Stark,1,1,1,1,1,0,1,38,5,1,0.401337793,warrior
1657,Bethany Bracken,0,,House Bracken,0,0,0,0,0,0,0,22,0,0,0.030100334,official
1658,Beric Dondarrion,1,,,1,1,1,1,1,0,1,23,0,0,0.434782609,lord
1659,Biter,1,,Brave Companions,0,1,1,1,0,0,0,,0,0,0.127090301,warrior
1660,Bluetooth,1,Ironborn,House Greyjoy,0,1,1,1,0,0,0,,0,0,0.013377926,warrior
1661,Brandon Norrey,1,Northern mountain clans,House Norrey,0,0,0,1,1,0,1,,0,0,0.030100334,noble
1662,Bowen Marsh,1,,Night's Watch,1,1,1,1,1,0,1,,0,0,0.254180602,noble
1663,Bonifer Hasty,1,,House Hasty,0,1,1,1,1,0,1,,0,0,0.053511706,knight
1664,Bran the Builder,0,First Men,House Stark,1,1,1,1,1,0,1,,0,0,0.090301003,king
1665,Brynden Rivers,1,Valyrian,House Targaryen,0,0,0,1,1,0,1,77,4,1,0.605351171,lord
1666,Brynden Tully,1,Rivermen,House Tully,1,1,1,1,1,0,1,63,5,1,0.341137124,knight
1667,Caleotte,1,,House Martell,1,1,1,1,1,0,1,,0,0,0.040133779,official
1668,Cassella Vaith,0,Dornishmen,House Vaith,0,0,0,0,0,0,1,,0,0,0.010033445,noble
1669,Cellador,1,,Night's Watch,1,1,1,1,1,0,0,,0,0,0.033444816,official
1670,Chella,0,Vale mountain clans,Black Ears,1,1,1,0,0,0,0,,0,0,0.036789298,warrior
1671,Cletus Yronwood,1,,House Yronwood,0,0,0,1,1,0,1,,0,0,0.070234114,noble
1672,Colemon,1,,House Arryn,1,1,1,1,1,0,1,,0,0,0.066889632,official
1673,Corlys Velaryon,1,Valyrian,House Velaryon,0,0,0,0,0,1,1,79,0,0,0.525083612,lord
1674,Criston Cole,1,Stormlands,House Cole,0,0,0,1,0,0,1,48,0,0,0.505016722,lord
1675,Daemon I Blackfyre,1,Valyrian,House Blackfyre,0,0,0,0,0,1,1,26,0,0,0,knight
1676,Daemon Targaryen,1,Valyrian,House Targaryen,0,0,0,0,0,1,1,49,5,1,0.668896321,king
1677,Daenerys Targaryen,0,Valyrian,House Targaryen,1,1,1,1,1,1,1,21,15,1,1,king
1678,Danny Flint,0,Northmen,House Flint,0,0,1,0,1,0,0,,0,0,0.023411371,noble
1679,Daven Lannister,1,Westerman,House Lannister,1,1,1,1,1,0,1,32,0,0,0.20735786,knight
1680,Dick Crabb,1,,House Crabb,0,0,0,1,0,0,0,,0,0,0.070234114,noble
1681,Donal Noye,1,,House Baratheon,1,1,1,1,1,0,0,56,0,0,0.140468227,warrior
1682,Domeric Bolton,1,Northmen,House Bolton,0,1,0,1,1,0,0,18,0,0,0.090301003,noble
1683,Davos Seaworth,1,Westeros,House Seaworth,0,1,1,1,1,1,1,45,1,1,0.969899666,official
1684,Doreah,0,Lysene,House Targaryen,1,1,0,0,1,0,0,-277980,0,0,0.110367893,smallfolk
1685,Dorea Sand,0,Dornishmen,House Martell,0,0,0,1,1,0,0,14,1,1,0.10367893,smallfolk
1686,Dywen,1,,Night's Watch,1,1,1,1,1,0,0,,0,0,0.093645485,warrior
1687,Eddard Karstark,1,Northmen,House Karstark,1,1,1,1,1,0,0,,0,0,0.073578595,noble
1688,Eddard Stark,1,Northmen,House Stark,1,1,1,1,1,1,1,36,6,1,1,lord
1689,Elia Sand,0,Dornishmen,House Martell,0,0,1,1,1,0,0,20,1,1,0.117056856,smallfolk
1690,Edmure Tully,1,Rivermen,House Tully,1,1,1,1,1,1,1,38,8,1,0.655518395,lord
1691,Elia Martell,0,,,1,1,1,1,1,1,1,27,7,1,0.441471572,noble
1692,Emmon Cuy,1,,House Cuy,0,1,0,0,0,0,1,,0,0,0.036789298,knight
